model_name,dataset_name,vector_name,hyperparameter_name,hyperparameter_value,metric_name,metric_value
svc,train,count,c,10,binary_precision,1.0
svc,train,count,c,10,binary_f1,1.0
svc,train,count,c,1,true_positives,2685.0
svc,train,count,c,1,false_positives,1.0
svc,train,count,c,1,true_negatives,3811.0
svc,train,count,c,1,false_negatives,0.0
svc,train,count,c,1,accuracy,0.9998460828074496
svc,train,count,c,1,macro_recall,0.9998688352570828
svc,train,count,c,1,macro_precision,0.9998138495904692
svc,train,count,c,1,macro_f1,0.9998413164913392
svc,train,count,c,1,micro_recall,0.9998460828074496
svc,train,count,c,1,micro_precision,0.9998460828074496
svc,train,count,c,1,micro_f1,0.9998460828074496
svc,train,count,c,1,binary_recall,1.0
svc,train,count,c,1,binary_precision,0.9996276991809382
svc,train,count,c,1,binary_f1,0.9998138149320424
mlp,train,count,alpha,1,true_positives,2615.0
mlp,train,count,alpha,1,false_positives,57.0
mlp,train,count,alpha,1,true_negatives,3755.0
mlp,train,count,alpha,1,false_negatives,70.0
mlp,train,count,alpha,1,accuracy,0.9804525165460982
mlp,train,count,alpha,1,macro_recall,0.9794882279032596
mlp,train,count,alpha,1,macro_precision,0.9801835055379438
mlp,train,count,alpha,1,macro_f1,0.97983156727748
mlp,train,count,alpha,1,micro_recall,0.9804525165460982
mlp,train,count,alpha,1,micro_precision,0.9804525165460982
mlp,train,count,alpha,1,micro_f1,0.9804525165460982
mlp,train,count,alpha,1,binary_recall,0.9739292364990688
mlp,train,count,alpha,1,binary_precision,0.9786676646706588
mlp,train,count,alpha,1,binary_f1,0.976292701138697
svc,train,tfidf,c,0.25,true_positives,2563.0
svc,train,tfidf,c,0.25,false_positives,81.0
svc,train,tfidf,c,0.25,true_negatives,3731.0
svc,train,tfidf,c,0.25,false_negatives,122.0
svc,train,tfidf,c,0.25,accuracy,0.9687548099122671
svc,train,tfidf,c,0.25,macro_recall,0.966656847630046
svc,train,tfidf,c,0.25,macro_precision,0.9688504801846056
svc,train,tfidf,c,0.25,macro_f1,0.96771126540314
svc,train,tfidf,c,0.25,micro_recall,0.9687548099122671
svc,train,tfidf,c,0.25,micro_precision,0.9687548099122671
svc,train,tfidf,c,0.25,micro_f1,0.9687548099122671
svc,train,tfidf,c,0.25,binary_recall,0.954562383612663
svc,train,tfidf,c,0.25,binary_precision,0.9693645990922845
svc,train,tfidf,c,0.25,binary_f1,0.9619065490711204
svc,train,tfidf,c,5,true_positives,2685.0
svc,train,tfidf,c,5,false_positives,2.0
svc,train,tfidf,c,5,true_negatives,3810.0
svc,train,tfidf,c,5,false_negatives,0.0
svc,train,tfidf,c,5,accuracy,0.9996921656148992
svc,train,tfidf,c,5,macro_recall,0.9997376705141658
svc,train,tfidf,c,5,macro_precision,0.9996278377372534
svc,train,tfidf,c,5,macro_f1,0.9996826504301436
svc,train,tfidf,c,5,micro_recall,0.9996921656148992
svc,train,tfidf,c,5,micro_precision,0.9996921656148992
svc,train,tfidf,c,5,micro_f1,0.9996921656148992
svc,train,tfidf,c,5,binary_recall,1.0
svc,train,tfidf,c,5,binary_precision,0.9992556754745068
svc,train,tfidf,c,5,binary_f1,0.9996276991809384
svc,dev,tfidf,c,4,true_positives,499.0
svc,dev,tfidf,c,4,false_positives,68.0
svc,dev,tfidf,c,4,true_negatives,749.0
svc,dev,tfidf,c,4,false_negatives,77.0
svc,dev,tfidf,c,4,accuracy,0.8959081119885139
svc,dev,tfidf,c,4,macro_recall,0.8915440551475589
svc,dev,tfidf,c,4,macro_precision,0.8934251038770813
svc,dev,tfidf,c,4,macro_f1,0.8924438310092553
svc,dev,tfidf,c,4,micro_recall,0.8959081119885139
svc,dev,tfidf,c,4,micro_precision,0.8959081119885139
svc,dev,tfidf,c,4,micro_f1,0.8959081119885139
svc,dev,tfidf,c,4,binary_recall,0.8663194444444444
svc,dev,tfidf,c,4,binary_precision,0.8800705467372134
svc,dev,tfidf,c,4,binary_f1,0.8731408573928259
mlp,train,tfidf,alpha,1,true_positives,2320.0
mlp,train,tfidf,alpha,1,false_positives,111.0
mlp,train,tfidf,alpha,1,true_negatives,3701.0
mlp,train,tfidf,alpha,1,false_negatives,365.0
mlp,train,tfidf,alpha,1,accuracy,0.926735416346006
mlp,train,tfidf,alpha,1,macro_recall,0.9174705086944884
mlp,train,tfidf,alpha,1,macro_precision,0.9322854816547128
mlp,train,tfidf,alpha,1,macro_f1,0.9232685673090072
mlp,train,tfidf,alpha,1,micro_recall,0.926735416346006
mlp,train,tfidf,alpha,1,micro_precision,0.926735416346006
mlp,train,tfidf,alpha,1,micro_f1,0.926735416346006
mlp,train,tfidf,alpha,1,binary_recall,0.8640595903165735
mlp,train,tfidf,alpha,1,binary_precision,0.9543397778691896
mlp,train,tfidf,alpha,1,binary_f1,0.9069585613760752
svc,train,tfidf,c,1,true_positives,2675.0
svc,train,tfidf,c,1,false_positives,20.0
svc,train,tfidf,c,1,true_negatives,3792.0
svc,train,tfidf,c,1,false_negatives,10.0
svc,train,tfidf,c,1,accuracy,0.9953824842234876
svc,train,tfidf,c,1,macro_recall,0.9955145077487344
svc,train,tfidf,c,1,macro_precision,0.994974327543652
svc,train,tfidf,c,1,macro_f1,0.9952418407492362
svc,train,tfidf,c,1,micro_recall,0.9953824842234876
svc,train,tfidf,c,1,micro_precision,0.9953824842234876
svc,train,tfidf,c,1,micro_f1,0.9953824842234876
svc,train,tfidf,c,1,binary_recall,0.9962756052141528
svc,train,tfidf,c,1,binary_precision,0.9925788497217068
svc,train,tfidf,c,1,binary_f1,0.9944237918215612
mlp,train,tfidf,alpha,10,true_positives,0.0
mlp,train,tfidf,alpha,10,false_positives,0.0
mlp,train,tfidf,alpha,10,true_negatives,3812.0
mlp,train,tfidf,alpha,10,false_negatives,2685.0
mlp,train,tfidf,alpha,10,accuracy,0.5867323380021549
mlp,train,tfidf,alpha,10,macro_recall,0.5
mlp,train,tfidf,alpha,10,macro_precision,0.2933661690010774
mlp,train,tfidf,alpha,10,macro_f1,0.3697739838975653
mlp,train,tfidf,alpha,10,micro_recall,0.5867323380021549
mlp,train,tfidf,alpha,10,micro_precision,0.5867323380021549
mlp,train,tfidf,alpha,10,micro_f1,0.5867323380021549
mlp,train,tfidf,alpha,10,binary_recall,0.0
mlp,train,tfidf,alpha,10,binary_precision,0.0
mlp,train,tfidf,alpha,10,binary_f1,0.0
svc,train,count,c,5,true_positives,2685.0
svc,train,count,c,5,false_positives,0.0
svc,train,count,c,5,true_negatives,3812.0
svc,train,count,c,5,false_negatives,0.0
svc,train,count,c,5,accuracy,1.0
svc,train,count,c,5,macro_recall,1.0
svc,train,count,c,5,macro_precision,1.0
svc,train,count,c,5,macro_f1,1.0
svc,train,count,c,5,micro_recall,1.0
svc,train,count,c,5,micro_precision,1.0
svc,train,count,c,5,micro_f1,1.0
svc,train,count,c,5,binary_recall,1.0
svc,train,count,c,5,binary_precision,1.0
svc,train,count,c,5,binary_f1,1.0
svc,dev,count,c,4,true_positives,484.0
svc,dev,count,c,4,false_positives,52.0
svc,dev,count,c,4,true_negatives,765.0
svc,dev,count,c,4,false_negatives,92.0
svc,dev,count,c,4,accuracy,0.8966259870782484
svc,dev,count,c,4,macro_recall,0.8883151434788521
svc,dev,count,c,4,macro_precision,0.8978169247113326
svc,dev,count,c,4,macro_f1,0.892241045872979
svc,dev,count,c,4,micro_recall,0.8966259870782484
svc,dev,count,c,4,micro_precision,0.8966259870782484
svc,dev,count,c,4,micro_f1,0.8966259870782484
svc,dev,count,c,4,binary_recall,0.8402777777777778
svc,dev,count,c,4,binary_precision,0.9029850746268656
svc,dev,count,c,4,binary_f1,0.8705035971223023
svc,train,count,c,0.25,true_positives,2678.0
svc,train,count,c,0.25,false_positives,10.0
svc,train,count,c,0.25,true_negatives,3802.0
svc,train,count,c,0.25,false_negatives,7.0
svc,train,count,c,0.25,accuracy,0.997383407726643
svc,train,count,c,0.25,macro_recall,0.9973848143957824
svc,train,count,c,0.25,macro_precision,0.9972210046068836
svc,train,count,c,0.25,macro_f1,0.9973026768116242
svc,train,count,c,0.25,micro_recall,0.997383407726643
svc,train,count,c,0.25,micro_precision,0.997383407726643
svc,train,count,c,0.25,micro_f1,0.997383407726643
svc,train,count,c,0.25,binary_recall,0.9973929236499068
svc,train,count,c,0.25,binary_precision,0.996279761904762
svc,train,count,c,0.25,binary_f1,0.9968360320119112
svc,train,tfidf,c,10,true_positives,2685.0
svc,train,tfidf,c,10,false_positives,0.0
svc,train,tfidf,c,10,true_negatives,3812.0
svc,train,tfidf,c,10,false_negatives,0.0
svc,train,tfidf,c,10,accuracy,1.0
svc,train,tfidf,c,10,macro_recall,1.0
svc,train,tfidf,c,10,macro_precision,1.0
svc,train,tfidf,c,10,macro_f1,1.0
svc,train,tfidf,c,10,micro_recall,1.0
svc,train,tfidf,c,10,micro_precision,1.0
svc,train,tfidf,c,10,micro_f1,1.0
svc,train,tfidf,c,10,binary_recall,1.0
svc,train,tfidf,c,10,binary_precision,1.0
svc,train,tfidf,c,10,binary_f1,1.0
svc,train,tfidf,c,0.1,true_positives,2362.0
svc,train,tfidf,c,0.1,false_positives,132.0
svc,train,tfidf,c,0.1,true_negatives,3680.0
svc,train,tfidf,c,0.1,false_negatives,323.0
svc,train,tfidf,c,0.1,accuracy,0.9299676773895644
svc,train,tfidf,c,0.1,macro_recall,0.9225372781435084
svc,train,tfidf,c,0.1,macro_precision,0.9331917461262512
svc,train,tfidf,c,0.1,macro_f1,0.9269619163072682
svc,train,tfidf,c,0.1,micro_recall,0.9299676773895644
svc,train,tfidf,c,0.1,micro_precision,0.9299676773895644
svc,train,tfidf,c,0.1,micro_f1,0.9299676773895644
svc,train,tfidf,c,0.1,binary_recall,0.8797020484171322
svc,train,tfidf,c,0.1,binary_precision,0.9470729751403368
svc,train,tfidf,c,0.1,binary_f1,0.9121452017764048
mlp,train,tfidf,alpha,0.0001,true_positives,2685.0
mlp,train,tfidf,alpha,0.0001,false_positives,0.0
mlp,train,tfidf,alpha,0.0001,true_negatives,3812.0
mlp,train,tfidf,alpha,0.0001,false_negatives,0.0
mlp,train,tfidf,alpha,0.0001,accuracy,1.0
mlp,train,tfidf,alpha,0.0001,macro_recall,1.0
mlp,train,tfidf,alpha,0.0001,macro_precision,1.0
mlp,train,tfidf,alpha,0.0001,macro_f1,1.0
mlp,train,tfidf,alpha,0.0001,micro_recall,1.0
mlp,train,tfidf,alpha,0.0001,micro_precision,1.0
mlp,train,tfidf,alpha,0.0001,micro_f1,1.0
mlp,train,tfidf,alpha,0.0001,binary_recall,1.0
mlp,train,tfidf,alpha,0.0001,binary_precision,1.0
mlp,train,tfidf,alpha,0.0001,binary_f1,1.0
mlp,train,tfidf,alpha,0.01,true_positives,2685.0
mlp,train,tfidf,alpha,0.01,false_positives,0.0
mlp,train,tfidf,alpha,0.01,true_negatives,3812.0
mlp,train,tfidf,alpha,0.01,false_negatives,0.0
mlp,train,tfidf,alpha,0.01,accuracy,1.0
mlp,train,tfidf,alpha,0.01,macro_recall,1.0
mlp,train,tfidf,alpha,0.01,macro_precision,1.0
mlp,train,tfidf,alpha,0.01,macro_f1,1.0
mlp,train,tfidf,alpha,0.01,micro_recall,1.0
mlp,train,tfidf,alpha,0.01,micro_precision,1.0
mlp,train,tfidf,alpha,0.01,micro_f1,1.0
mlp,train,tfidf,alpha,0.01,binary_recall,1.0
mlp,train,tfidf,alpha,0.01,binary_precision,1.0
mlp,train,tfidf,alpha,0.01,binary_f1,1.0
decisiontree,train,tfidf,maxdepth,50,true_positives,2563.0
decisiontree,train,tfidf,maxdepth,50,false_positives,0.0
decisiontree,train,tfidf,maxdepth,50,true_negatives,3812.0
decisiontree,train,tfidf,maxdepth,50,false_negatives,122.0
decisiontree,train,tfidf,maxdepth,50,accuracy,0.9812221025088502
decisiontree,train,tfidf,maxdepth,50,macro_recall,0.9772811918063316
decisiontree,train,tfidf,maxdepth,50,macro_precision,0.9844941535332994
decisiontree,train,tfidf,maxdepth,50,macro_f1,0.9805014921155216
decisiontree,train,tfidf,maxdepth,50,micro_recall,0.9812221025088502
decisiontree,train,tfidf,maxdepth,50,micro_precision,0.9812221025088502
decisiontree,train,tfidf,maxdepth,50,micro_f1,0.9812221025088502
decisiontree,train,tfidf,maxdepth,50,binary_recall,0.954562383612663
decisiontree,train,tfidf,maxdepth,50,binary_precision,1.0
decisiontree,train,tfidf,maxdepth,50,binary_f1,0.9767530487804876
svc,dev,count,c,2,true_positives,486.0
svc,dev,count,c,2,false_positives,50.0
svc,dev,count,c,2,true_negatives,767.0
svc,dev,count,c,2,false_negatives,90.0
svc,dev,count,c,2,accuracy,0.8994974874371859
svc,dev,count,c,2,macro_recall,0.8912752447980417
svc,dev,count,c,2,macro_precision,0.9008494574966476
svc,dev,count,c,2,macro_f1,0.8952343501542852
svc,dev,count,c,2,micro_recall,0.8994974874371859
svc,dev,count,c,2,micro_precision,0.8994974874371859
svc,dev,count,c,2,micro_f1,0.8994974874371859
svc,dev,count,c,2,binary_recall,0.84375
svc,dev,count,c,2,binary_precision,0.9067164179104478
svc,dev,count,c,2,binary_f1,0.8741007194244603
svc,train,count,c,0.5,true_positives,2685.0
svc,train,count,c,0.5,false_positives,5.0
svc,train,count,c,0.5,true_negatives,3807.0
svc,train,count,c,0.5,false_negatives,0.0
svc,train,count,c,0.5,accuracy,0.999230414037248
svc,train,count,c,0.5,macro_recall,0.9993441762854144
svc,train,count,c,0.5,macro_precision,0.9990706319702602
svc,train,count,c,0.5,macro_f1,0.999206756670136
svc,train,count,c,0.5,micro_recall,0.999230414037248
svc,train,count,c,0.5,micro_precision,0.999230414037248
svc,train,count,c,0.5,micro_f1,0.999230414037248
svc,train,count,c,0.5,binary_recall,1.0
svc,train,count,c,0.5,binary_precision,0.9981412639405204
svc,train,count,c,0.5,binary_f1,0.9990697674418604
decisiontree,train,count,maxdepth,10,true_positives,2048.0
decisiontree,train,count,maxdepth,10,false_positives,214.0
decisiontree,train,count,maxdepth,10,true_negatives,3598.0
decisiontree,train,count,maxdepth,10,false_negatives,637.0
decisiontree,train,count,maxdepth,10,accuracy,0.8690164691396028
decisiontree,train,count,maxdepth,10,macro_recall,0.8533087710865033
decisiontree,train,count,maxdepth,10,macro_precision,0.8774901169885496
decisiontree,train,count,maxdepth,10,macro_f1,0.8611114272076856
decisiontree,train,count,maxdepth,10,micro_recall,0.8690164691396028
decisiontree,train,count,maxdepth,10,micro_precision,0.8690164691396028
decisiontree,train,count,maxdepth,10,micro_f1,0.8690164691396028
decisiontree,train,count,maxdepth,10,binary_recall,0.762756052141527
decisiontree,train,count,maxdepth,10,binary_precision,0.905393457117595
decisiontree,train,count,maxdepth,10,binary_f1,0.8279765514453203
decisiontree,dev,count,maxdepth,None,true_positives,463.0
decisiontree,dev,count,maxdepth,None,false_positives,86.0
decisiontree,dev,count,maxdepth,None,true_negatives,731.0
decisiontree,dev,count,maxdepth,None,false_negatives,113.0
decisiontree,dev,count,maxdepth,None,accuracy,0.8571428571428571
decisiontree,dev,count,maxdepth,None,macro_recall,0.8492781432748537
decisiontree,dev,count,maxdepth,None,macro_precision,0.8547326461727052
decisiontree,dev,count,maxdepth,None,macro_f1,0.8516518830691016
decisiontree,dev,count,maxdepth,None,micro_recall,0.8571428571428571
decisiontree,dev,count,maxdepth,None,micro_precision,0.8571428571428571
decisiontree,dev,count,maxdepth,None,micro_f1,0.8571428571428571
decisiontree,dev,count,maxdepth,None,binary_recall,0.8038194444444444
decisiontree,dev,count,maxdepth,None,binary_precision,0.843351548269581
decisiontree,dev,count,maxdepth,None,binary_f1,0.823111111111111
decisiontree,train,count,maxdepth,100,true_positives,2639.0
decisiontree,train,count,maxdepth,100,false_positives,0.0
decisiontree,train,count,maxdepth,100,true_negatives,3812.0
decisiontree,train,count,maxdepth,100,false_negatives,46.0
decisiontree,train,count,maxdepth,100,accuracy,0.9929198091426812
decisiontree,train,count,maxdepth,100,macro_recall,0.9914338919925512
decisiontree,train,count,maxdepth,100,macro_precision,0.9940383618455156
decisiontree,train,count,maxdepth,100,macro_f1,0.9926812436757808
decisiontree,train,count,maxdepth,100,micro_recall,0.9929198091426812
decisiontree,train,count,maxdepth,100,micro_precision,0.9929198091426812
decisiontree,train,count,maxdepth,100,micro_f1,0.9929198091426812
decisiontree,train,count,maxdepth,100,binary_recall,0.9828677839851024
decisiontree,train,count,maxdepth,100,binary_precision,1.0
decisiontree,train,count,maxdepth,100,binary_f1,0.991359879789632
svc,train,tfidf,c,0.5,true_positives,2645.0
svc,train,tfidf,c,0.5,false_positives,42.0
svc,train,tfidf,c,0.5,true_negatives,3770.0
svc,train,tfidf,c,0.5,false_negatives,40.0
svc,train,tfidf,c,0.5,accuracy,0.9873787902108666
svc,train,tfidf,c,0.5,macro_recall,0.987042291225787
svc,train,tfidf,c,0.5,macro_precision,0.9869352486503012
svc,train,tfidf,c,0.5,macro_f1,0.9869886676358928
svc,train,tfidf,c,0.5,micro_recall,0.9873787902108666
svc,train,tfidf,c,0.5,micro_precision,0.9873787902108666
svc,train,tfidf,c,0.5,micro_f1,0.9873787902108666
svc,train,tfidf,c,0.5,binary_recall,0.9851024208566108
svc,train,tfidf,c,0.5,binary_precision,0.9843691849646444
svc,train,tfidf,c,0.5,binary_f1,0.984735666418466
svc,dev,tfidf,c,2,true_positives,501.0
svc,dev,tfidf,c,2,false_positives,67.0
svc,dev,tfidf,c,2,true_negatives,750.0
svc,dev,tfidf,c,2,false_negatives,75.0
svc,dev,tfidf,c,2,accuracy,0.8980617372577172
svc,dev,tfidf,c,2,macro_recall,0.8938921613627091
svc,dev,tfidf,c,2,macro_precision,0.8955665813060179
svc,dev,tfidf,c,2,macro_f1,0.8946971116581348
svc,dev,tfidf,c,2,micro_recall,0.8980617372577172
svc,dev,tfidf,c,2,micro_precision,0.8980617372577172
svc,dev,tfidf,c,2,micro_f1,0.8980617372577172
svc,dev,tfidf,c,2,binary_recall,0.8697916666666666
svc,dev,tfidf,c,2,binary_precision,0.8820422535211268
svc,dev,tfidf,c,2,binary_f1,0.8758741258741258
decisiontree,train,tfidf,maxdepth,100,true_positives,2633.0
decisiontree,train,tfidf,maxdepth,100,false_positives,0.0
decisiontree,train,tfidf,maxdepth,100,true_negatives,3812.0
decisiontree,train,tfidf,maxdepth,100,false_negatives,52.0
decisiontree,train,tfidf,maxdepth,100,accuracy,0.9919963059873788
decisiontree,train,tfidf,maxdepth,100,macro_recall,0.990316573556797
decisiontree,train,tfidf,maxdepth,100,macro_precision,0.9932712215320912
decisiontree,train,tfidf,maxdepth,100,macro_f1,0.9917237631405508
decisiontree,train,tfidf,maxdepth,100,micro_recall,0.9919963059873788
decisiontree,train,tfidf,maxdepth,100,micro_precision,0.9919963059873788
decisiontree,train,tfidf,maxdepth,100,micro_f1,0.9919963059873788
decisiontree,train,tfidf,maxdepth,100,binary_recall,0.980633147113594
decisiontree,train,tfidf,maxdepth,100,binary_precision,1.0
decisiontree,train,tfidf,maxdepth,100,binary_f1,0.9902218879277924
decisiontree,train,count,maxdepth,50,true_positives,2571.0
decisiontree,train,count,maxdepth,50,false_positives,6.0
decisiontree,train,count,maxdepth,50,true_negatives,3806.0
decisiontree,train,count,maxdepth,50,false_negatives,114.0
decisiontree,train,count,maxdepth,50,accuracy,0.9815299368939512
decisiontree,train,count,maxdepth,50,macro_recall,0.9779839612631678
decisiontree,train,count,maxdepth,50,macro_precision,0.9842950393195696
decisiontree,train,count,maxdepth,50,macro_f1,0.9808375328345648
decisiontree,train,count,maxdepth,50,micro_recall,0.9815299368939512
decisiontree,train,count,maxdepth,50,micro_precision,0.9815299368939512
decisiontree,train,count,maxdepth,50,micro_f1,0.9815299368939512
decisiontree,train,count,maxdepth,50,binary_recall,0.9575418994413408
decisiontree,train,count,maxdepth,50,binary_precision,0.9976717112922002
decisiontree,train,count,maxdepth,50,binary_f1,0.9771949828962372
mlp,train,count,alpha,0.0001,true_positives,2685.0
mlp,train,count,alpha,0.0001,false_positives,0.0
mlp,train,count,alpha,0.0001,true_negatives,3812.0
mlp,train,count,alpha,0.0001,false_negatives,0.0
mlp,train,count,alpha,0.0001,accuracy,1.0
mlp,train,count,alpha,0.0001,macro_recall,1.0
mlp,train,count,alpha,0.0001,macro_precision,1.0
mlp,train,count,alpha,0.0001,macro_f1,1.0
mlp,train,count,alpha,0.0001,micro_recall,1.0
mlp,train,count,alpha,0.0001,micro_precision,1.0
mlp,train,count,alpha,0.0001,micro_f1,1.0
mlp,train,count,alpha,0.0001,binary_recall,1.0
mlp,train,count,alpha,0.0001,binary_precision,1.0
mlp,train,count,alpha,0.0001,binary_f1,1.0
svc,train,count,c,0.1,true_positives,2646.0
svc,train,count,c,0.1,false_positives,29.0
svc,train,count,c,0.1,true_negatives,3783.0
svc,train,count,c,0.1,false_negatives,39.0
svc,train,count,c,0.1,accuracy,0.9895336309065724
svc,train,count,c,0.1,macro_recall,0.9889336526230016
svc,train,count,c,0.1,macro_precision,0.98947739843601
svc,train,count,c,0.1,macro_f1,0.9892029569209232
svc,train,count,c,0.1,micro_recall,0.9895336309065724
svc,train,count,c,0.1,micro_precision,0.9895336309065724
svc,train,count,c,0.1,micro_f1,0.9895336309065724
svc,train,count,c,0.1,binary_recall,0.9854748603351956
svc,train,count,c,0.1,binary_precision,0.9891588785046728
svc,train,count,c,0.1,binary_f1,0.9873134328358208
mlp,train,count,alpha,0.01,true_positives,2685.0
mlp,train,count,alpha,0.01,false_positives,2.0
mlp,train,count,alpha,0.01,true_negatives,3810.0
mlp,train,count,alpha,0.01,false_negatives,0.0
mlp,train,count,alpha,0.01,accuracy,0.9996921656148992
mlp,train,count,alpha,0.01,macro_recall,0.9997376705141658
mlp,train,count,alpha,0.01,macro_precision,0.9996278377372534
mlp,train,count,alpha,0.01,macro_f1,0.9996826504301436
mlp,train,count,alpha,0.01,micro_recall,0.9996921656148992
mlp,train,count,alpha,0.01,micro_precision,0.9996921656148992
mlp,train,count,alpha,0.01,micro_f1,0.9996921656148992
mlp,train,count,alpha,0.01,binary_recall,1.0
mlp,train,count,alpha,0.01,binary_precision,0.9992556754745068
mlp,train,count,alpha,0.01,binary_f1,0.9996276991809384
decisiontree,train,tfidf,maxdepth,10,true_positives,2042.0
decisiontree,train,tfidf,maxdepth,10,false_positives,188.0
decisiontree,train,tfidf,maxdepth,10,true_negatives,3624.0
decisiontree,train,tfidf,maxdepth,10,false_negatives,643.0
decisiontree,train,tfidf,maxdepth,10,accuracy,0.8720948129906111
decisiontree,train,tfidf,maxdepth,10,macro_recall,0.8556017359665937
decisiontree,train,tfidf,maxdepth,10,macro_precision,0.8825018575132337
decisiontree,train,tfidf,maxdepth,10,macro_f1,0.8640332363888292
decisiontree,train,tfidf,maxdepth,10,micro_recall,0.8720948129906111
decisiontree,train,tfidf,maxdepth,10,micro_precision,0.8720948129906111
decisiontree,train,tfidf,maxdepth,10,micro_f1,0.8720948129906111
decisiontree,train,tfidf,maxdepth,10,binary_recall,0.7605214152700186
decisiontree,train,tfidf,maxdepth,10,binary_precision,0.915695067264574
decisiontree,train,tfidf,maxdepth,10,binary_f1,0.8309257375381486
decisiontree,dev,tfidf,maxdepth,None,true_positives,466.0
decisiontree,dev,tfidf,maxdepth,None,false_positives,88.0
decisiontree,dev,tfidf,maxdepth,None,true_negatives,729.0
decisiontree,dev,tfidf,maxdepth,None,false_negatives,110.0
decisiontree,dev,tfidf,maxdepth,None,accuracy,0.8578607322325915
decisiontree,dev,tfidf,maxdepth,None,macro_recall,0.8506583197334421
decisiontree,dev,tfidf,maxdepth,None,macro_precision,0.8550233861008678
decisiontree,dev,tfidf,maxdepth,None,macro_f1,0.8526067718353213
decisiontree,dev,tfidf,maxdepth,None,micro_recall,0.8578607322325915
decisiontree,dev,tfidf,maxdepth,None,micro_precision,0.8578607322325915
decisiontree,dev,tfidf,maxdepth,None,micro_f1,0.8578607322325915
decisiontree,dev,tfidf,maxdepth,None,binary_recall,0.8090277777777778
decisiontree,dev,tfidf,maxdepth,None,binary_precision,0.8411552346570397
decisiontree,dev,tfidf,maxdepth,None,binary_f1,0.8247787610619469
